Feature,Importance
drugA_ECFP4_71,0.003406332933221523
drugA_ECFP4_440,0.0027106056039635576
drugA_ECFP4_589,0.002631589671537415
drugA_ECFP4_238,0.0025052435353699995
drugB_ECFP4_315,0.0024105658273605043
drugA_ECFP4_867,0.0023920086706582548
drugA_ECFP4_357,0.0023449369399281047
drugA_ECFP4_997,0.0023356154591953056
drugB_ECFP4_250,0.0021379128391932774
drugA_ECFP4_81,0.001988078833690358
drugA_ECFP4_696,0.001976294627543241
drugA_ECFP4_34,0.0019198589749080206
drugA_ECFP4_129,0.001897588014243407
drugA_ECFP4_927,0.0018905572956720957
drugB_ECFP4_559,0.0018234711177602975
drugA_ECFP4_894,0.0018182803976592098
drugB_ECFP4_927,0.0017878430714681403
drugA_ECFP4_850,0.0017774042477864903
drugB_ECFP4_34,0.0017511959569587812
drugA_ECFP4_815,0.0017449574185733035
drugA_ECFP4_808,0.001735122794691741
drugA_ECFP4_936,0.0017127010174229828
drugA_ECFP4_727,0.0016768068573607296
drugA_ECFP4_882,0.001636351565426885
drugB_ECFP4_379,0.00162750476065127
drugB_ECFP4_81,0.0016232048839689625
drugA_ECFP4_5,0.0016040684362497028
drugA_ECFP4_890,0.0015921337976275685
drugA_ECFP4_379,0.0015831406114631308
drugB_ECFP4_936,0.0015822418329525898
drugA_ECFP4_65,0.0015795267828787962
drugA_ECFP4_140,0.0015312416740499415
drugB_ECFP4_148,0.0015079140321371995
drugA_ECFP4_876,0.0015057757972887311
drugA_ECFP4_657,0.001486308121297283
drugB_ECFP4_727,0.0014798882656919202
drugB_ECFP4_832,0.0014718972870669275
drugB_ECFP4_894,0.0014515115610582413
drugB_ECFP4_657,0.0014514352481900894
drugB_ECFP4_129,0.001429128794292963
drugA_ECFP4_148,0.0014276034692611895
drugA_ECFP4_660,0.0014245777682017743
drugA_ECFP4_651,0.0014108114081805084
drugA_ECFP4_315,0.0014098817521152201
drugB_ECFP4_850,0.0014009016644140793
drugB_ECFP4_474,0.0013833292920628173
drugA_ECFP4_832,0.001377510688785343
drugB_ECFP4_933,0.0013691155880575004
drugB_ECFP4_483,0.001367088897475666
drugA_ECFP4_429,0.0013609187459119522
drugA_ECFP4_1020,0.0013596802625954999
drugA_ECFP4_103,0.0013583613418771381
drugB_ECFP4_1020,0.0013448576723817682
drugA_ECFP4_487,0.0013419825547908322
drugA_ECFP4_433,0.0013386844617549697
drugA_ECFP4_905,0.001322364992701721
drugA_ECFP4_232,0.0013043308374858784
drugB_ECFP4_429,0.0013029452513437006
drugB_ECFP4_808,0.0013022735394563366
drugA_ECFP4_909,0.001301475460336404
drugB_ECFP4_203,0.0012983090436411394
drugA_ECFP4_193,0.0012828342474782216
drugA_ECFP4_947,0.0012809722211818582
drugB_ECFP4_882,0.0012805368767715081
drugA_ECFP4_579,0.0012744862138653404
drugB_ECFP4_381,0.0012722784080229333
drugB_ECFP4_651,0.0012695862779593568
drugA_ECFP4_680,0.001254895571098961
drugB_ECFP4_696,0.0012503922052539717
drugB_ECFP4_724,0.001250150505257443
drugA_ECFP4_933,0.0012340317303380511
drugA_ECFP4_788,0.0012253910451484509
drugB_ECFP4_842,0.0012237944515970523
drugA_ECFP4_390,0.0012227581613844202
drugA_ECFP4_131,0.001217960040974802
drugB_ECFP4_65,0.0012090132162364965
drugB_ECFP4_5,0.001208083189341125
drugB_ECFP4_852,0.0012034720482813224
drugB_ECFP4_302,0.0011986037922573608
drugB_ECFP4_176,0.001194187193755575
drugA_ECFP4_223,0.0011916256979351875
drugA_ECFP4_688,0.001191186356174571
drugB_ECFP4_947,0.001188439957077637
drugA_ECFP4_844,0.0011864720091368474
drugB_ECFP4_950,0.00118456615898183
drugA_ECFP4_213,0.0011830705120407716
drugA_ECFP4_192,0.0011656954821309276
drugB_ECFP4_876,0.0011648857594472233
drugA_ECFP4_37,0.0011626273663315585
drugB_ECFP4_457,0.0011598880134707397
drugA_ECFP4_699,0.0011515854688891349
drugA_ECFP4_695,0.0011505691633894215
drugB_ECFP4_47,0.0011467879071133248
drugA_ECFP4_2,0.001144199323891264
drugB_ECFP4_660,0.0011428446044834
drugA_ECFP4_91,0.0011388063104527959
drugA_ECFP4_234,0.0011329105373464475
drugA_ECFP4_86,0.001132132848986371
drugB_ECFP4_485,0.0011317214709870706
drugA_ECFP4_295,0.0011293442937762715
drugB_ECFP4_91,0.0011266777618702524
drugA_ECFP4_388,0.0011116435541946646
drugB_ECFP4_899,0.0011102676645172495
drugB_ECFP4_716,0.0011058346870156527
drugA_ECFP4_176,0.0011025652782231657
drugA_ECFP4_842,0.0011016850255034232
drugA_ECFP4_1018,0.0010981814797224145
drugA_ECFP4_464,0.0010965710285785336
drugB_ECFP4_37,0.001091339724769445
drugB_ECFP4_233,0.0010909970699194455
drugB_ECFP4_234,0.0010856179372098803
drugA_ECFP4_117,0.00108231254741262
drugB_ECFP4_579,0.0010799596364668466
drugB_ECFP4_645,0.0010605573449273663
drugB_ECFP4_968,0.0010553463136922733
drugB_ECFP4_140,0.00105124970015192
drugB_ECFP4_751,0.0010435031089491395
drugB_ECFP4_905,0.0010429784500771719
drugA_ECFP4_457,0.0010402319757189448
drugA_ECFP4_115,0.0010385697767400102
drugB_ECFP4_434,0.0010370899732528441
drugB_ECFP4_892,0.0010309319853724437
drugB_ECFP4_715,0.0010284795136806094
drugA_ECFP4_843,0.0010262068897907133
drugA_ECFP4_302,0.0010259867793539824
drugB_ECFP4_897,0.0010250278246921947
drugA_ECFP4_719,0.0010239827112563523
drugB_ECFP4_2,0.0010233514835296536
drugA_ECFP4_203,0.0010154430885877925
drugA_ECFP4_668,0.001013247505782531
drugA_ECFP4_875,0.001013065132863263
drugA_ECFP4_898,0.0010125110237664704
drugA_ECFP4_495,0.0010124200238190622
drugA_ECFP4_941,0.0010119073479402697
drugB_ECFP4_578,0.0010116609459160876
drugA_ECFP4_928,0.0010096924753533612
drugA_ECFP4_122,0.0010087149357246477
drugB_ECFP4_228,0.0009980179862459828
drugB_ECFP4_122,0.000994640127142943
drugA_ECFP4_362,0.0009913783306555884
drugB_ECFP4_11,0.0009869810962256354
drugA_ECFP4_594,0.000986331489684105
drugB_ECFP4_61,0.0009841248770309716
drugB_ECFP4_223,0.0009824206168474094
drugB_ECFP4_699,0.0009819669401655777
drugB_ECFP4_928,0.0009812878351400833
drugA_ECFP4_885,0.0009806677456805739
drugA_ECFP4_434,0.000977049911189498
drugA_ECFP4_888,0.000976389032280579
drugA_ECFP4_403,0.0009721465396589283
drugA_ECFP4_578,0.0009651493059648873
drugA_ECFP4_251,0.0009632343707997865
drugA_ECFP4_658,0.0009624707154956962
drugB_ECFP4_393,0.0009591613058617882
drugB_ECFP4_232,0.0009563900050256882
drugB_ECFP4_923,0.0009534485996424727
drugB_ECFP4_448,0.0009506169616009148
drugA_ECFP4_453,0.0009467180987270098
drugA_ECFP4_562,0.0009444001548899418
drugB_ECFP4_719,0.0009385147122386202
drugB_ECFP4_357,0.0009338273692510387
drugB_ECFP4_453,0.0009277959208295958
drugA_ECFP4_477,0.0009209908854536289
drugB_ECFP4_408,0.0009188129429738625
drugB_ECFP4_362,0.0009146061471587649
drugB_ECFP4_131,0.0009120234224836194
drugB_ECFP4_487,0.0009010163956930423
drugA_ECFP4_724,0.0008966444551707587
drugB_ECFP4_898,0.0008925505438550992
drugA_ECFP4_269,0.0008871199162267285
drugB_ECFP4_433,0.0008868367655113596
drugA_ECFP4_678,0.0008830215499497479
drugB_ECFP4_513,0.0008794637464365761
drugB_ECFP4_962,0.0008787669465098856
drugB_ECFP4_900,0.0008690964176414915
drugB_ECFP4_558,0.0008684392542652234
drugB_ECFP4_201,0.0008649276783025416
drugA_ECFP4_714,0.0008647966425022448
drugA_ECFP4_137,0.0008614856303742396
drugA_ECFP4_608,0.0008613547480840557
drugB_ECFP4_286,0.0008584385717614165
drugA_ECFP4_931,0.0008569257805545856
drugA_ECFP4_334,0.0008508217504354524
drugB_ECFP4_334,0.0008506529538303165
drugA_ECFP4_741,0.0008497188438804529
drugA_ECFP4_693,0.0008474427464613574
drugA_ECFP4_16,0.0008456386054243796
drugA_ECFP4_227,0.0008448415987213119
drugA_ECFP4_299,0.0008434300751107021
drugB_ECFP4_217,0.0008407438694604073
drugB_ECFP4_856,0.000838130517015418
drugB_ECFP4_390,0.0008367114124634401
drugA_ECFP4_1000,0.0008309260148994573
drugB_ECFP4_351,0.0008273531385750939
drugB_ECFP4_772,0.0008256375450271708
drugB_ECFP4_489,0.0008256330416695185
drugA_ECFP4_250,0.0008226202683093623
drugA_ECFP4_716,0.0008219786040660877
drugA_ECFP4_284,0.000821127453745949
drugA_ECFP4_78,0.0008182950920308815
drugA_ECFP4_1009,0.0008165947308163168
drugB_ECFP4_562,0.0008150325462768314
drugB_ECFP4_941,0.0008139112429572065
drugA_ECFP4_962,0.000812902549535674
drugA_ECFP4_715,0.0008128637107745955
drugB_ECFP4_788,0.0008120427785385944
drugA_ECFP4_1005,0.0008119153952030446
drugB_ECFP4_192,0.0008115702073025878
drugA_ECFP4_563,0.0008111522442959774
drugA_ECFP4_968,0.0008044921582226812
drugB_ECFP4_985,0.0008028472735473548
drugA_ECFP4_795,0.0008005644614017592
drugB_ECFP4_465,0.0007993527489714208
drugA_ECFP4_817,0.0007956278790950539
drugA_ECFP4_228,0.0007948481739024493
drugA_ECFP4_393,0.0007939626455895299
drugB_ECFP4_674,0.0007928448092566194
drugA_ECFP4_350,0.0007904817123495413
drugA_ECFP4_647,0.0007885144801939556
drugB_ECFP4_689,0.0007882117798826101
drugB_ECFP4_695,0.0007877668569671803
drugB_ECFP4_907,0.0007822773099275062
drugB_ECFP4_388,0.000782117111108973
drugA_ECFP4_541,0.000780115709083014
drugA_ECFP4_902,0.0007797752263086925
drugA_ECFP4_201,0.0007782144963066357
drugA_ECFP4_323,0.0007777003331282443
drugA_ECFP4_526,0.0007776183791451413
drugA_ECFP4_118,0.000775626152653611
drugB_ECFP4_295,0.0007751194954854862
drugA_ECFP4_796,0.0007730168431484387
drugB_ECFP4_251,0.0007727846490058767
drugB_ECFP4_86,0.0007715761892783883
drugA_ECFP4_631,0.0007702308133195402
drugB_ECFP4_678,0.0007693687052283172
drugA_ECFP4_461,0.0007676785686055292
drugB_ECFP4_891,0.0007671220296291612
drugA_ECFP4_47,0.0007658886827327689
drugA_ECFP4_580,0.0007658048645056118
drugA_ECFP4_489,0.0007657926341750154
drugB_ECFP4_289,0.0007654433449037023
drugB_ECFP4_103,0.0007652956601139362
drugA_ECFP4_367,0.0007649954061831445
drugA_ECFP4_139,0.0007636039520055528
drugA_ECFP4_723,0.0007634291384560097
drugA_ECFP4_14,0.0007618457974385192
drugA_ECFP4_793,0.0007614556389572215
drugA_ECFP4_286,0.000761020948282129
drugB_ECFP4_816,0.000759845355908927
drugB_ECFP4_781,0.0007593342702972039
drugB_ECFP4_588,0.0007546515859166742
drugA_ECFP4_891,0.0007535607309320571
drugA_ECFP4_979,0.0007522358697205414
drugA_ECFP4_120,0.0007500262069862997
drugB_ECFP4_284,0.0007462934593635533
drugA_ECFP4_74,0.000745060724019917
drugA_ECFP4_960,0.0007448165961406121
drugB_ECFP4_275,0.0007446534817701983
drugB_ECFP4_964,0.0007442837844354921
drugB_ECFP4_464,0.0007434104066604744
drugB_ECFP4_1018,0.0007432691945069723
drugA_ECFP4_76,0.0007377976052218211
drugA_ECFP4_674,0.0007375960180343815
drugB_ECFP4_817,0.0007353143171021695
