11835	SR+609699+715055	108.0	108.05955	0.059550000000001546
10730	MOLT-4+226080+719627	127.0	126.86061000000001	0.1393899999999917
11047	MOLT-4+761431+761432	151.0	151.5222	0.522199999999998
11985	SR+747971+761432	207.0	207.83098	0.8309800000000109
14397	SK-MEL-5+122758+761432	155.0	153.21931	1.7806899999999928
20178	NCI-H460+628503+715055	190.0	186.56273000000002	3.437269999999984
11426	RPMI-8226+71423+82151	181.0	176.75606000000002	4.243939999999981
11429	RPMI-8226+718781+279836	161.0	156.6329	4.3670999999999935
1827	BT-549+628503+715055	222.0	227.51161000000002	5.511610000000019
25225	DU-145+628503+246131	280.0	285.6657	5.665700000000015

11423	RPMI-8226+712807+82151	264.0	270.44684	6.446840000000009
5471	U251+745750+628503	271.0	262.7266	8.273399999999981
6153	HCC-2998+125973+180973	313.0	301.45212000000004	11.547879999999964
9426	CCRF-CEM+49842+755986	333.0	303.76718	29.232820000000004
28220	SN12C+681239+718781	568.0	484.02795	83.97205000000002



